transaction_id,user_id,amount,timestamp,merchant,category,is_fraud
b4a994bc-130e-4b19-ae26-5a5afb68520e,c5ad4097-2d95-4a37-9ddf-328cd498f333,3849.86,2026-05-10T03:23:19,BSES,utilities,False
826dfd2f-eb9f-4fe9-aeff-a2f8fd9375ee,51708b95-2e24-4375-9d99-b3915c41c1cc,49836.62,2026-03-27T05:22:38,Fortis,healthcare,False
3957d6c5-c8bc-4a74-ac42-9598a5a535d8,916bd4e1-9d34-417e-8ff0-2df2c363422a,49748.11,2026-02-11T10:03:49,Mahanagar Gas,utilities,False
497e5ff4-92d7-4050-8800-360f3c1a6c4d,90a5f5e4-bf19-4b0e-b75f-0933ab03056a,85915.09,2026-05-09T16:19:56,Fortis,healthcare,False
992649a4-9429-4d04-8a57-56f17d068983,8a738167-a0d2-4cea-bc4b-07f9f4340ba4,57077.63,2026-03-30T09:45:46,BookMyShow,entertainment,False
6129d00f-8e6f-463a-825c-a114f0823e5c,5ba47f03-68c4-41c6-bada-baa2a8be624c,36044.36,2026-05-05T05:59:31,Apollo Pharmacy,healthcare,False
8ad6c12c-89ac-44fa-bd26-cff600b08f13,51432563-56f8-4366-9093-e43ca77868d3,46101.69,2026-02-09T18:59:36,Reliance Fresh,groceries,False
064cb94a-95be-4af6-8d2e-de2d449c1a8e,dea781b9-4688-4c9d-a4c2-9e367d5b47f3,92110.15,2026-01-16T20:38:12,BookMyShow,entertainment,False
ed703b24-2dc8-4afc-bebf-c5750aad5dac,e326b682-5f9b-4d23-b731-c0b2c7b12aa2,13953.66,2026-01-02T14:57:14,BYJU'S,education,True
cb9be9ee-fa74-4cb6-b9fc-996ff9346c9b,6ca78ff2-b963-41bd-9e3c-dd8acdb92500,16356.92,2026-06-04T10:27:30,Dominos,dining,False
09f7ec62-494b-4b88-a8da-2efe6edc5026,dfb593b0-a1da-4ea2-9861-b8274a9a4ef5,30072.96,2026-05-25T11:13:34,Coursera,education,False
acb4809f-972d-458c-bf0c-590d6e821f4b,5432e6a0-6086-4d57-84b4-9ebf804adb63,57034.67,2026-01-01T22:19:20,Fortis,healthcare,False
027b3fb5-fa9a-4996-959d-a240fa940a0c,5b864e44-0e5b-4890-a294-2594f74704b6,80823.87,2026-05-13T12:14:50,Fortis,healthcare,False
303aa511-3feb-4fa2-aba0-d0eabcea394b,cfb61018-358b-4dce-a0b8-dfbe8f5a3fb6,24074.7,2026-04-04T20:47:54,Dominos,dining,False
0b6c5f6d-add1-43b6-a509-ac48d3f60e41,64f71dde-0886-4b17-8a86-6a18f83722ab,62568.82,2026-02-09T06:15:25,Unacademy,education,False
f86ca439-38e9-4024-9349-31cc57ecff0f,253e0d00-829e-49b6-97b4-9e074c7ab6fa,26959.7,2026-02-22T07:08:42,MakeMyTrip,travel,False
4ac9c8b0-b1ce-4005-b525-fc22f949c281,2ec7dc87-4010-4d53-9019-d49dd416d01b,32688.33,2026-05-15T03:01:07,DMart,groceries,False
67e3c533-db8b-44c9-b40c-0960f6d0e6ea,ede87042-7aaf-42db-8f6a-aa5200a95354,38823.08,2026-02-21T05:35:18,Unacademy,education,False
3c316374-45b2-434f-9920-eaca95fca577,73eb3db0-9ab9-47c5-9004-4fed4d2559a9,16617.96,2026-05-12T13:56:03,BSES,utilities,False
0df46cba-6490-434a-a34c-19cc7e4211f4,2213167b-5686-4be0-b81c-f1586827eb36,76828.01,2026-02-02T18:37:04,Flipkart,shopping,False
8ca851d7-a6f0-4836-b8fd-106f0f262aac,821f2ce9-8673-4d4f-a6f4-dd4a9389522f,99498.38,2026-05-28T15:20:42,BookMyShow,entertainment,False
1434a246-7465-4733-a891-7103870293f0,1da81f19-7285-4cef-8474-9af8b42da0b3,47295.21,2026-02-20T20:04:19,BigBasket,groceries,False
3683ed58-74ab-4393-aefe-6906d29b957b,a52cd7ae-7f15-430d-91dc-7489a7d29cd8,13662.59,2026-02-25T02:38:32,BookMyShow,entertainment,False
3086646b-9db7-4d1b-ad36-e2ae318f5ef2,04e83a48-2c93-4c86-9539-abf7206135bb,45066.49,2026-05-29T11:34:32,Coursera,education,False
5cb0ed7f-0950-440c-9852-8e293b0ed980,df83d7ae-256c-4f41-a842-dade860330e6,87616.57,2026-04-26T04:42:14,Coursera,education,False
e0fa9171-a21e-4b54-a0cb-854bedde9843,07c93689-2070-4b1a-a521-e0a4b624bd1b,16100.05,2026-02-27T23:42:11,BSES,utilities,False
d8233de7-da0f-438d-aec3-8ca023602648,3dbef5f1-191d-4895-ad4e-c61b993a2fe4,3476.49,2026-06-14T15:58:08,Fortis,healthcare,False
15b013ff-a605-4dfc-9dc8-2a38c66fd20f,88089887-e1c6-48de-bbcc-7382404ce7c9,85517.67,2026-04-29T22:00:48,Ola,travel,False
7c7550f7-22d6-4441-9b34-a77ded4d9979,3a3f5752-8c87-4b61-bb5f-68e35d4b7355,19313.89,2026-01-15T20:18:44,Ajio,shopping,False
5b1334e9-bf39-43f8-869d-41be63a8f04c,e9ea1307-9582-4021-95e9-cc01be8fa2df,53508.03,2026-01-16T05:47:56,BSES,utilities,False
a1574bb4-55df-451a-986f-543575573cdb,da870c07-60bb-4d3d-b3ab-6ca132e89a35,49354.02,2026-02-14T00:15:39,Tata Power,utilities,False
45e071ba-2e6b-4a26-b635-27cf96711920,16275d1c-7ef4-4e7b-b9f8-53b874e67cab,81880.97,2026-05-18T13:28:21,Coursera,education,False
05a168c5-c15b-4c27-8aa4-0029e131c934,fd179238-bc25-4d04-8cc7-27dccb83ec1d,26447.38,2026-02-20T00:43:22,Amazon Prime,entertainment,False
50d743e8-9946-47e3-b1fa-a9898684743f,ea6d4b0a-6b6e-4edb-b7ad-b0e13a3ef0ad,23117.64,2026-05-02T00:18:09,Uber,travel,False
e74d332a-8c59-42ef-bd40-2258cbefa886,6e26d8e8-ce73-455a-9f40-6f332f3d0433,36442.54,2026-01-07T20:35:31,Spotify,entertainment,False
2e09be9b-76a5-41d7-a963-ceeff3caf24a,6d5772ad-1353-4117-87ee-e5fcfc590c88,83833.28,2026-06-02T03:22:26,Max Healthcare,healthcare,False
49912167-5436-4168-98f4-e7829db6ed39,8a6c4742-3cc3-4a81-8500-2c1e6f60002e,54692.73,2026-05-01T05:17:22,Zomato,dining,True
9d09dea1-d901-431d-a15e-a017f2b20d23,54d672e1-e871-4a8e-93c2-bbe6f37353a4,6273.13,2026-02-23T01:48:29,Fortis,healthcare,False
be0f4594-8787-443f-b32e-3a23f6af3a45,d3bdd68a-f29f-4e65-a2e2-c3de0942d734,71188.51,2026-03-29T00:22:51,Tata Power,utilities,False
6394828c-e8dc-40df-8ff6-dc56c069bf8e,4055f6ef-2df3-4bd7-97a7-2019317e865c,67881.54,2026-06-03T13:46:45,Mahanagar Gas,utilities,False
c9d07da9-aa05-4ec0-b4f4-6404a50fe810,86ac457d-0dd3-4b92-b37c-219f89630bba,41664.86,2026-04-29T13:52:56,Max Healthcare,healthcare,False
0476ffee-5b5d-4f9f-91b0-6e35588c8ded,43324cd2-56b7-44c3-9a41-72ddf11fdf57,5367.02,2026-01-03T00:05:59,Uber,travel,False
bece2a88-ffe4-4b90-bb74-91dcfd96b82e,9a4af677-7913-4bf5-b58e-585351ee2853,40681.8,2026-03-13T10:48:02,BigBasket,groceries,False
475e650f-af93-4596-a120-961218426a5a,8e968142-4173-49a0-86ca-2e484c54e563,11909.6,2026-05-15T01:13:33,Tata Power,utilities,False
df5b1958-9bc7-48d8-ada1-64a46f0e1544,75abdee9-5fdc-4a04-bd34-e47743b6d47c,80540.9,2026-03-10T05:22:57,Mahanagar Gas,utilities,False
9fb7855e-e48c-46b7-9c02-d336cf1ea117,99052837-9fbd-4f40-bfdc-c1ed111b2146,48218.65,2026-03-08T05:23:05,BSNL,utilities,True
67947c32-5183-4cf1-85de-d35747d8a727,ae95a4fb-7878-43b3-84c2-88b72be68587,9349.69,2026-02-11T17:39:06,MakeMyTrip,travel,True
c3d3f8cc-e90b-4c23-a09a-5124f28d3942,5acc3081-b56d-4441-a57d-ee1854063d98,31241.41,2026-02-05T03:20:59,DMart,groceries,False
4a1e3b4d-812f-4540-abfc-6edbba2cc914,41ed6616-86a6-4d0d-ae14-194e7535ad9d,80377.32,2026-02-25T01:24:14,BSNL,utilities,False
9f34a343-75ad-4930-b823-eefc40b12058,7944c560-d846-43a7-a65f-c278d987bd05,65594.99,2026-05-20T04:53:02,Max Healthcare,healthcare,False
db056e00-86b2-4411-9fe9-1ea8c6da23d4,49efdf40-ca25-4614-b113-1c2a3c9be830,15534.84,2026-06-28T05:23:04,Tata Power,utilities,False
f022b88e-519a-411e-8741-5d79afbec4c5,3f07fc29-95ca-4b10-8920-ddf319215e1a,9579.34,2026-06-19T04:41:07,BSNL,utilities,False
b05d1b8e-8feb-4e79-bbab-19d5110d25f9,ff1be9f2-d235-4e49-bec5-353ccc66b7f4,30599.05,2026-05-23T21:07:40,Zomato,dining,False
af9d5aab-75de-44ab-9af7-a4d1bf005e2b,fb25f1ec-cf73-4455-812b-cf0c88c1e5b9,20193.06,2026-02-25T03:30:59,Max Healthcare,healthcare,False
a1e8e7a3-2014-4910-8283-1857355a9ddd,d46e74f5-e03d-4e77-a61f-4c74d598a2d0,70558.14,2026-04-29T10:44:41,Uber,travel,False
209b2323-c80d-430d-b235-84a0f7bbcd54,fd179238-bc25-4d04-8cc7-27dccb83ec1d,31157.4,2026-04-22T13:54:11,Apollo Pharmacy,healthcare,False
f1d7c06b-7839-4cc7-bb07-804c0cde3102,d2c71ff9-03d5-4db3-9fba-8d16fc518405,70108.56,2026-01-23T15:31:10,Dominos,dining,False
b9047596-bbb3-4c59-bca9-89e05d9981af,00ffe271-f30e-4ec8-8b2e-745e8315f38e,65200.55,2026-01-14T15:44:36,Uber,travel,False
bd32608b-1d5d-4a8c-9ca9-bcc796aaaa3b,1eab0021-c876-4e14-bc8e-4d548a61ae3b,73789.43,2026-03-02T13:06:31,Amazon Prime,entertainment,False
58883034-bcfb-43bb-8480-7845541682da,ceb414e7-112a-46a3-8e35-1e94921a62f1,76804.49,2026-04-25T03:32:52,DMart,groceries,False
5b46ac68-4f49-476f-a8cc-0cac09aded37,489c708b-2c01-4f24-8733-809e43dce41a,58974.48,2026-03-28T15:05:06,Reliance Fresh,groceries,False
f901e5ac-f38d-4556-b7b2-4e2e4db32610,c8d61c59-8f65-415d-abcc-2fe49c5dc8a0,65544.34,2026-05-22T16:53:02,Zomato,dining,False
e07bdef1-7c2e-498f-8de1-b7cd978945d9,52b9683a-a7d9-46cd-838e-292ec1b8e76d,13901.49,2026-04-28T16:37:37,Coursera,education,False
c0ee987c-f5be-4d45-8b25-bb33a7cf5bcd,52f7555e-20ee-433e-82e2-35e328e12ea9,61014.16,2026-05-10T19:43:36,Ajio,shopping,False
20fd084f-5430-435a-b6c6-b07e190e4734,f4719a26-1a65-47e7-9d2e-07db54c154dc,59970.13,2026-06-17T02:51:15,Apollo Pharmacy,healthcare,False
13b391ff-debe-4fa9-beb7-5b48af332582,949966e4-7a37-4abf-9eeb-15becaa08174,12987.98,2026-02-17T12:37:45,Myntra,shopping,False
39083c04-add5-48bc-87cc-09a92768a1b7,0c7de2b6-8bff-45d5-b07a-212427c42114,98221.78,2026-03-29T10:06:05,Ola,travel,False
ce3d0458-d529-4a09-bf2c-2c7685ca4103,ba5d9e9a-6e8f-464e-98aa-678dc5ffd2a3,27072.71,2026-04-04T03:26:55,Netflix,entertainment,False
94a0d7b6-e1d7-42f1-883d-bc9c985dce0c,cd8550f9-ad55-4e7c-9a37-8fd0f33fd25f,10194.24,2026-01-21T03:56:46,Amazon Pantry,groceries,False
6831dd2f-4b54-4392-b623-9e89024db49f,ea6d4b0a-6b6e-4edb-b7ad-b0e13a3ef0ad,98007.12,2026-03-06T19:23:54,Ajio,shopping,False
f058e806-dd6a-4706-971a-7922c0398341,8864c54a-1373-48c0-8323-73eb288be311,85376.0,2026-03-17T10:53:53,Dominos,dining,False
5a295c21-5735-4d81-b2c1-eff42661df08,01968626-e526-4d0e-97fb-99437029822c,15346.06,2026-05-04T00:18:53,DMart,groceries,False
7a4a4003-e9f7-4bd3-bc64-a875d19bf33c,6fe880de-f69f-4320-b040-9619f413d6c4,23592.27,2026-05-07T11:50:48,Apollo Pharmacy,healthcare,False
8e4482c1-4c52-4904-85f2-adcf5220140b,2ad8a015-c773-401b-91ca-2678baf67211,31058.19,2026-05-02T16:40:55,BYJU'S,education,False
014b1f6f-5e54-4133-adbf-61ccd83d130f,0b400d0c-db11-4754-8008-6fb6c010a254,60350.54,2026-05-06T10:00:51,Ajio,shopping,False
66f8c3c7-3d06-4b26-9657-43f58aed7f0c,38ca7164-50a1-4cc0-ba96-7bf3fbe55ef5,48309.14,2026-04-18T12:39:23,Zomato,dining,False
9d39e646-e75e-40cf-b798-f5363498963b,858f6e00-c8fe-4479-bac0-5435362f983e,43127.32,2026-01-24T06:13:57,MakeMyTrip,travel,False
04251298-536b-47a8-8666-c238ca91dc7c,ad63a30c-c087-493b-87b9-9b8122e1bbf8,53663.56,2026-05-25T03:55:37,DMart,groceries,False
38d78599-8d3f-4088-a3bf-2bbc9d933715,1649bc47-30bd-4d5a-abb1-1079533a5707,56053.0,2026-02-08T19:11:08,Max Healthcare,healthcare,False
c6ed015e-136a-41b2-a5c4-5994927860de,49be4697-057b-41f5-81a5-323cec064b48,71434.61,2026-03-07T04:58:29,Swiggy,dining,False
62098339-e1f5-48a4-98c2-acc192825a41,7fe04e82-cfba-4c40-a5bd-185ab5c67358,97869.16,2026-04-08T21:37:07,Ajio,shopping,False
49638213-8d8e-44d1-9f5f-3e7a8813ff41,dee68f23-5810-41fe-81af-25407b9bdf89,65029.82,2026-03-30T04:31:03,DMart,groceries,False
de4551ad-b0e8-42c0-9ab3-6b616c3a4157,13fd7194-5ad7-4195-b136-9e1688d7f6f5,68090.64,2026-02-11T10:21:47,Amazon Pantry,groceries,False
18604e61-5c80-4542-b140-f6adc288aa8b,adc6f30c-9156-4330-982b-12f27b162c0e,83740.81,2026-01-15T20:54:12,IRCTC,travel,False
69bdda62-50c9-4437-a67c-491b9b1b75d6,8269d8e0-a9e3-4305-82d1-6fdf3c0f30d5,78875.11,2026-05-08T00:46:37,MakeMyTrip,travel,False
2c82b32e-8418-4669-981e-e1d3fa0dede4,2aff272e-e317-4a92-8ded-a29c0ef17abb,94952.16,2026-03-09T13:54:18,Ajio,shopping,False
65561a34-23dc-49df-8432-d371ecc3348f,48451880-496a-42a6-b0f1-214990cff716,38633.27,2026-01-09T21:27:36,Myntra,shopping,False
98158314-31d5-4f7e-a964-bb09dadc23d0,12d682f1-4ab0-4fe4-9193-78e9db9860af,53738.17,2026-05-06T19:33:21,Ola,travel,False
4492ca9f-eb3b-4dd8-8241-fc3f4c0450e2,8d9eed00-3f32-47f7-827f-562cf2646260,68296.2,2026-02-21T17:00:19,Myntra,shopping,False
b0914bbb-849a-40a4-840d-d8436cd8922f,dc64637d-3206-46db-bb5d-142385b7434c,38353.82,2026-02-17T18:23:37,Ajio,shopping,False
d3597ac8-409d-40f5-8daf-7de20dbfaef3,705dd890-2799-4f17-a25a-1b4184822e34,70680.4,2026-02-01T01:30:35,Reliance Fresh,groceries,False
602ffb4b-22f6-430a-9aea-c4aaa3722d4e,88089887-e1c6-48de-bbcc-7382404ce7c9,4199.3,2026-06-09T19:31:51,BYJU'S,education,False
75559d15-bd60-4ce8-8670-839c14a41a37,3dabb17a-ef03-4707-8f21-4c56fb965d63,7335.66,2026-06-26T20:24:09,Reliance Fresh,groceries,False
95217863-8907-42c1-8faa-59115108b92a,2348b290-3643-4c33-b739-effdaa17180f,10207.46,2026-04-27T03:29:18,Apollo Pharmacy,healthcare,False
17f280de-c276-490c-9b75-45724ffe98e7,1a2be39d-adff-40a6-9212-33c875756086,42758.82,2026-03-06T08:03:43,Coursera,education,False
2e340d4e-8fd4-4f25-bcb0-12bea11fe181,65a6feff-ee7d-4cd5-ae9f-52828669ac3b,55301.74,2026-05-17T03:05:50,BookMyShow,entertainment,False
999d15cb-1946-4da6-bf29-55c21fb0f989,e7820e48-c424-4d68-9c69-731aa96dc428,10443.35,2026-04-25T16:44:01,McDonald's,dining,False
8159830f-3104-46b0-907f-c3d04ee7f9f0,5a8fd4e9-1cab-4001-b4d6-ac0689a6a4d8,5986.51,2026-01-30T08:52:24,Apollo Pharmacy,healthcare,False
1bbfd319-9da4-4a2c-9bb9-4461a6919c6f,851104ac-8725-4f83-b7be-1242b9d82664,31775.37,2026-01-05T19:28:46,Apollo Pharmacy,healthcare,False
787aebb9-922b-4a3d-bed0-f55b580f00c3,ac33f02c-a4ad-4c6e-9902-4391e53d8b3f,28815.6,2026-05-23T16:44:49,Flipkart,shopping,False
881d2340-bc0b-4874-a253-5ef236cd1af3,4c983d86-36fa-4aaf-92c1-4bb9f97a8bd7,61666.08,2026-06-23T17:57:44,BSES,utilities,False
99cfad1f-86ea-4032-bf75-df93fb7e0dd2,6fe880de-f69f-4320-b040-9619f413d6c4,2295.98,2026-01-14T22:57:16,Ajio,shopping,False
206e2fe6-dd72-4488-8f54-c6a5e611d026,9f31115a-f706-41c8-9824-8ec6082ef979,18580.58,2026-05-15T23:43:58,Tata Power,utilities,False
70158694-4f8f-4616-964a-bfcf15f8814f,16474c98-25c8-4e87-aa93-8dcb13f98992,67427.74,2026-01-07T23:41:06,Ajio,shopping,False
eb62ccbb-c37e-4fc1-9e0d-fce8b7b7de02,39e41f52-86ec-4bd0-b8af-89d9639afaf4,78407.7,2026-05-13T11:30:11,Dominos,dining,False
ef5c7f66-b0f1-4911-a245-c6f82c49dc62,7f62eae4-1d97-4d9f-a8f4-d415f88f96ab,59037.96,2026-02-09T09:06:43,Coursera,education,False
fd222f40-c0ee-47d4-b459-38bdf4bf1012,b03717a5-b7d0-46ce-9a8a-34dec4799e19,70379.11,2026-04-10T11:17:29,Netflix,entertainment,False
c1ab7e58-3eed-4c4d-93eb-261911f197c7,75d8996d-0eac-4f81-a5d4-833b29f7adf8,45143.42,2026-05-06T23:35:41,Zomato,dining,False
26e601b6-2697-4174-8661-0f44aa364171,9debde37-6850-461a-847a-4defa34fe296,28544.93,2026-02-14T08:29:45,Unacademy,education,False
b85253ad-fab2-4f8c-b5c4-dba0c73ab175,353095b2-c2c0-4811-83c5-f4c098293d44,33641.52,2026-04-12T05:31:11,Zomato,dining,False
2ae65a7c-e76e-4fa1-8fc5-18c554b5b553,516b9830-1e54-43e2-916b-f88e4175fcad,43153.1,2026-05-31T00:49:18,IRCTC,travel,False
3b58b222-7be3-412e-98a4-6a38040c42eb,166c902d-b8ed-40de-b3d8-baad17794aca,58317.43,2026-02-24T06:25:55,DMart,groceries,False
90c2926b-ef47-40b5-a728-f15c0f171e5c,c322e891-aa87-4858-8cd5-412caccbd521,29656.95,2026-05-18T08:53:45,BYJU'S,education,False
664a6840-cda7-429c-88c4-98581e309020,290feae1-75fe-46f5-afa9-0115559d482a,64484.04,2026-02-11T00:55:36,Apollo Pharmacy,healthcare,False
21863192-cf7e-4fab-a1e5-37195e5776a7,91a76a33-4b9b-4368-999e-5bceed76620f,46764.27,2026-06-02T02:33:34,Ola,travel,False
4363f461-f24f-4ce4-b80f-c11d5f294bef,ea5c0f7e-4b3d-4e06-895f-537df50c9330,88635.75,2026-05-22T20:38:48,Mahanagar Gas,utilities,False
87b81c9d-2eea-4c9e-ac6c-9d0ea674946e,fbbcf0d6-858b-4b60-8b47-0ef6bbb324ed,53981.19,2026-02-25T12:54:45,Dominos,dining,False
d174cc7a-a6c4-4f66-82eb-65aae5ad7b00,6148d271-2a9a-40e7-8f4a-71632815e4f3,43800.23,2026-01-05T11:40:35,Uber,travel,False
2a7ff52f-3034-4baf-9046-0f06fd58c3fd,209808de-5a04-4daf-806a-a3aff57c535f,19686.15,2026-01-21T20:51:20,BookMyShow,entertainment,False
5df4a339-68fc-4948-bce0-b87bfc479821,59373b87-8d49-4635-9838-8ffe4d93e6f0,18720.94,2026-05-20T21:21:53,MakeMyTrip,travel,False
529687b1-3619-46ef-9688-b3a6d80e12e4,cc28ab9d-9ff5-4b09-9acb-3135c50a80c0,67741.02,2026-06-09T13:27:24,BYJU'S,education,False
5db3cedc-3904-455b-9208-4bd272ece366,36de01c9-1ca1-4622-9475-20b7372c8922,87092.61,2026-03-06T06:21:36,BSES,utilities,False
29a79c3d-a4e1-4f53-ab73-011ff2876bc1,33abaafb-7b22-496d-ab27-1e29587a0992,59928.82,2026-02-18T11:40:40,Mahanagar Gas,utilities,False
e76c1547-42e0-4196-af79-67f924df6f9c,51c18d14-808e-41b9-ac0b-22bdffdb8f67,67163.84,2026-02-20T05:44:11,Fortis,healthcare,False
debf07b2-46e4-477a-8133-30514af6fc6b,f6bebb9c-0e60-4bcf-98b6-04397faeb65e,76419.68,2026-01-17T22:10:38,Fortis,healthcare,False
0c81e1b9-b285-460c-a9c0-b3db775cd663,4f367df5-765b-4014-969f-60980a8dad61,18295.95,2026-03-14T08:09:49,Myntra,shopping,False
b00d5c42-b1bd-4dd8-b5c1-eb654051ee73,13686597-0df4-488a-9cb8-f54469ae9885,90186.66,2026-06-19T20:59:36,BYJU'S,education,False
07d0efea-72fb-4638-91bd-6fdd85634a81,b97cdd24-c086-4cd0-be22-3711fbaf213d,5110.31,2026-05-15T11:36:34,Amazon Prime,entertainment,False
7fc6b8ce-2f74-4e8e-9c12-11264f8ca225,00ffe271-f30e-4ec8-8b2e-745e8315f38e,1896.89,2026-03-10T19:02:34,Mahanagar Gas,utilities,False
940cf7b1-c9a8-484b-9217-5bfb3fd51ddf,4786acf4-ed7e-4411-817a-d082e193ecd4,67664.2,2026-01-12T07:50:21,Fortis,healthcare,False
1e7fe6e6-5fd2-490e-93da-4c5ed5009e7a,c7fa0686-e287-4034-ab48-f0d3f857c8da,78213.05,2026-04-15T22:04:10,IRCTC,travel,False
d9d9b8f4-5854-404f-b77c-963898eb6c00,63a285ec-fe3a-4fd1-ad89-5b935d764be6,43836.08,2026-05-24T21:55:32,BigBasket,groceries,False
8994e26a-8b33-4bca-b634-706dac1d1452,87f3923d-c3fb-429d-877a-0344333faca7,39827.15,2026-04-29T18:14:00,Mahanagar Gas,utilities,False
028f6b19-cf4c-4783-9fbd-18671abda50a,fc588d75-d971-4c9c-adee-88276cfba7df,6990.51,2026-04-29T22:01:35,Unacademy,education,True
a4a737a3-0cfd-489a-812f-2e61e12d2c74,da496e8d-af73-42a2-acfb-155a48bd0604,86126.32,2026-05-29T10:42:09,Uber,travel,False
1e23fca6-25d6-47b4-9a99-09d3367f3683,688483a3-1b1f-4d2c-adb5-4572b7304cfb,90713.6,2026-04-12T09:17:13,Ola,travel,False
b50b1a42-122c-48dd-bced-3dd858e6e250,8aac9bd3-1986-4827-a460-b25ec527c781,92919.92,2026-06-24T22:53:46,McDonald's,dining,False
f9a83127-87b6-4ebb-b56d-2cfd659aaf60,0fe6e913-761b-4209-9d87-f16202d3e00a,62756.94,2026-02-06T14:04:15,BSNL,utilities,False
dc0c6535-a71d-4af7-a1ce-4d3e7a2ecd62,4d6392c2-d7ef-421e-88ee-aa2fce83c666,63987.82,2026-05-06T22:15:22,IRCTC,travel,False
11827b7c-e1c7-49f4-a2ed-527da1644450,98bcc53f-027e-40c2-95f1-cb3180a30bd1,35357.74,2026-02-05T00:06:55,BSNL,utilities,False
a586b469-d813-4bcb-a97f-70bfbd9ec174,7fd66141-dfaf-456a-9442-2957ee376ebe,22149.31,2026-05-14T22:10:19,IRCTC,travel,False
9806339d-4aff-4cee-8f93-77d8187e86cc,6c1b446d-b9dc-4aca-beb3-f1d297f4cbac,23811.03,2026-01-13T17:05:25,Fortis,healthcare,False
7dd2215f-6956-49f9-bf19-39aff7748e50,e602b300-7613-47ae-bf51-b9f67779ad96,55510.12,2026-06-04T20:08:23,Mahanagar Gas,utilities,False
c3d04daf-c070-4474-8d65-e597b41b45b6,6903ba33-0b32-4246-a81c-1496c2a3619a,12053.34,2026-03-02T15:01:56,MakeMyTrip,travel,False
b96c13d3-53c1-458d-84be-7e8adb29cfbd,6148d271-2a9a-40e7-8f4a-71632815e4f3,61294.44,2026-04-19T16:28:20,BSNL,utilities,False
9a4c97d6-31eb-43ed-bae6-d07d56e8697f,dcd3b520-fe30-4fbc-9045-8a32884c959a,93651.04,2026-06-28T02:25:36,Ola,travel,False
bc5d624e-6cbb-46b3-a710-6a7c450a6319,1703d41f-102d-4d9c-9b61-632e0b5c0786,14103.95,2026-01-30T22:18:15,Mahanagar Gas,utilities,False
a945c681-505e-448e-aeca-744f14bd5546,d46e74f5-e03d-4e77-a61f-4c74d598a2d0,93486.65,2026-04-21T02:40:58,Coursera,education,False
67fbc533-219c-4e9c-a1d5-68ab020bee54,948ceaf7-4c0a-470b-9020-091e0f5518a7,39199.35,2026-04-13T15:12:50,Swiggy,dining,False
6b17f949-d5fd-4efe-88e7-00c769dee0cf,209808de-5a04-4daf-806a-a3aff57c535f,71254.95,2026-03-02T00:09:37,Amazon Prime,entertainment,False
cecb31e4-1de3-431b-8252-f58d6e2fa9ac,69197de6-712d-4139-81d7-02efec469e2e,82241.88,2026-04-07T06:05:58,IRCTC,travel,True
c5d79b2b-5a93-4dba-846f-664675c3e6a9,188aa644-5315-4f17-9480-808581efdb0a,10623.58,2026-04-29T10:16:53,Unacademy,education,False
3c31880a-b060-439b-bb48-aa101514c4a7,504e8190-17fe-4288-b84c-fbe0458e8971,55067.52,2026-03-11T02:53:53,McDonald's,dining,False
9008af4a-2316-46d9-a036-9da87f64cb2c,e7876a32-1138-4165-bf64-a036a8c4c7ed,85390.07,2026-05-22T16:12:52,IRCTC,travel,False
